MAGs,Kingdom,Phylum,Class,Order,Family,Genus
all_final_contigs_taxvamb_1292_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_taxvamb_169_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_taxvamb_1822_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,JANYCO01
all_final_contigs_taxvamb_2309_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_taxvamb_3886_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_taxvamb_4430_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_taxvamb_4457_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Undibacterium
all_final_contigs_taxvamb_478_sub,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,UBA2033
all_final_contigs_taxvamb_8089_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Undibacterium
before_final_contigs_comebin_100_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
before_final_contigs_comebin_20,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
before_final_contigs_comebin_29308_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
before_final_contigs_comebin_2985,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
before_final_contigs_comebin_404_sub,NA,NA,NA,NA,NA,NA
before_final_contigs_comebin_454_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
before_final_contigs_comebin_53_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
before_final_contigs_comebin_7,Bacteria,Bacteroidota,Bacteroidia,B-17B0,B-17BO,UBA4416
before_final_contigs_concoct_107_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JANYCG01
before_final_contigs_concoct_120_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_concoct_140_sub,NA,NA,NA,NA,NA,NA
before_final_contigs_concoct_161,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Aestuariivirga
before_final_contigs_concoct_177_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_concoct_181_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
before_final_contigs_concoct_191_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_concoct_193_sub,NA,NA,NA,NA,NA,NA
before_final_contigs_concoct_204_sub,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,CALAGJ01
before_final_contigs_concoct_214_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAUXWC01
before_final_contigs_concoct_254_sub,NA,NA,NA,NA,NA,NA
before_final_contigs_metabat_152,Bacteria,Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,JAAFJU01
before_final_contigs_metabat_49_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_metabat_72_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
before_final_contigs_metabinner_12,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,JJ008
before_final_contigs_rosella_0_32_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
before_final_contigs_rosella_0_97_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
before_final_contigs_taxvamb_672_sub,NA,NA,NA,NA,NA,NA
before_final_contigs_taxvamb_683_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_comebin_11_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_comebin_161_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
Co22_flye_high_cov_comebin_179_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_comebin_196_sub,NA,NA,NA,NA,NA,NA
Co22_flye_high_cov_comebin_21_sub,NA,NA,NA,NA,NA,NA
Co22_flye_high_cov_comebin_35,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFIP01
Co22_flye_high_cov_comebin_46552_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_comebin_47_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena
Co22_flye_high_cov_comebin_53_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_149_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_156,Bacteria,Bacteroidota,Bacteroidia,B-17B0,B-17BO,UBA4416
Co22_flye_high_cov_concoct_179,Bacteria,Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,JAAFJU01
Co22_flye_high_cov_concoct_247_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_concoct_66_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
Co22_flye_high_cov_concoct_67_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JANYCG01
Co22_flye_high_cov_concoct_75_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,ELB16-189
Co22_flye_high_cov_concoct_78_sub,NA,NA,NA,NA,NA,NA
Co22_flye_high_cov_metabat_101_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_metabat_133_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Hydrogenophaga
Co22_flye_high_cov_metabat_170_sub,NA,NA,NA,NA,NA,NA
Co22_flye_high_cov_rosella_0_255_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_rosella_168_sub,NA,NA,NA,NA,NA,NA
Co22_flye_high_cov_rosella_225_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_rosella_259_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Co22_flye_high_cov_rosella_62_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_taxvamb_11871_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_taxvamb_408_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
Co22_flye_high_cov_taxvamb_5381_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_comebin_11,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylophilus
P1_contigs_comebin_16203,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paucibacter
P1_contigs_comebin_192_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_comebin_20,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
P1_contigs_comebin_81314,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA
P1_contigs_concoct_10_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_concoct_135_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_concoct_17_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
P1_contigs_concoct_4_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_concoct_91_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JANYCG01
P1_contigs_concoct_95,NA,NA,NA,NA,NA,NA
P1_contigs_metabat_36_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_rosella_84_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P1_contigs_taxvamb_732_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,PBB1
P2_contigs_comebin_144_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_comebin_25844,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
P2_contigs_comebin_29_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
P2_contigs_comebin_31815_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_comebin_438_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_comebin_44536,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Limisphaerales,SXTU01,SXTU01
P2_contigs_comebin_50685_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,PBB1
P2_contigs_comebin_82438,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Conyzicola
P2_contigs_concoct_102_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,NA
P2_contigs_concoct_55_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_concoct_68_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
P2_contigs_concoct_6_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_concoct_80_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P2_contigs_concoct_81_sub,Bacteria,NA,NA,NA,NA,NA
P2_contigs_metabat_2_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P2_contigs_rosella_27,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA
P2_contigs_taxvamb_2849_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_comebin_14904,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
P3_contigs_comebin_17573,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,CAILHX01
P3_contigs_comebin_4195_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_comebin_8_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
P3_contigs_concoct_106,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA2334
P3_contigs_concoct_115_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_concoct_117_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P3_contigs_concoct_167_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JACMNW01
P3_contigs_concoct_175_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,M0103
P3_contigs_concoct_94,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Pseudobdellovibrio
P3_contigs_metabinner_10_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena
P3_contigs_metabinner_12,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Conyzicola
P3_contigs_metabinner_7,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
P3_contigs_rosella_35_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_comebin_109_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,Micavibrio
P4_contigs_comebin_24_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
P4_contigs_comebin_36203_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
P4_contigs_comebin_55_sub,NA,NA,NA,NA,NA,NA
P4_contigs_comebin_56425_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
P4_contigs_concoct_100_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Thermoflexibacteraceae,JAAFKA01
P4_contigs_concoct_120_sub,Unclassified,NA,NA,NA,NA,NA
P4_contigs_concoct_121_sub,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,UBA2033
P4_contigs_concoct_142_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,CAILHX01
P4_contigs_concoct_144_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena
P4_contigs_concoct_36_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_concoct_78_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Sphaerotilus
P4_contigs_concoct_87_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Microcoleus
P4_contigs_concoct_90_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_metabat_27,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,SCMQ01
P4_contigs_metabat_94_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_taxvamb_1193_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P4_contigs_taxvamb_22,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,RDXI01
P5_contigs_comebin_109_sub,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Rhodoglobus
P5_contigs_comebin_22789_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Hydrogenophaga
P5_contigs_comebin_24051_sub,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Phototrophicaceae,JAUZRW01
P5_contigs_comebin_24360,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFIP01
P5_contigs_comebin_30056_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
P5_contigs_comebin_48872_sub,Bacteria,Bacteroidota,Bacteroidia,UBA4408,UBA4408,NA
P5_contigs_comebin_5_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
P5_contigs_comebin_60_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_comebin_61260_sub,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Lacibacter
P5_contigs_comebin_68_sub,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,JANYCO01
P5_contigs_comebin_75094_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena
P5_contigs_concoct_175_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,PCC-6307,NA,NA
P5_contigs_concoct_38_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
P5_contigs_concoct_63,Bacteria,Actinomycetota,Actinomycetes,Nanopelagicales,Nanopelagicaceae,Planktophila
P5_contigs_taxvamb_10017_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
after_final_contigs_comebin_101231_sub,Bacteria,Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,JAAFJU01
after_final_contigs_comebin_106_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
after_final_contigs_comebin_148746,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_comebin_20_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
after_final_contigs_comebin_237241,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,TH-plancto1
after_final_contigs_comebin_27626_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_comebin_302_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_comebin_318_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_comebin_49,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
after_final_contigs_comebin_52508,Bacteria,Cyanobacteriota,Cyanobacteriia,PCC-6307,NA,NA
after_final_contigs_comebin_67172_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomicrobium
after_final_contigs_comebin_84575,Bacteria,Bacteroidota,Bacteroidia,Palsa-965,Palsa-965,GCA-2737665
after_final_contigs_comebin_9382_sub,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Pseudobdellovibrio
after_final_contigs_concoct_100_sub,Bacteria,Planctomycetota,JAMOSO01,NA,NA,NA
after_final_contigs_concoct_112_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Telluria
after_final_contigs_concoct_133_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_13_sub,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,UBA2033
after_final_contigs_concoct_162_sub,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter
after_final_contigs_concoct_179_sub,Bacteria,Pseudomonadota,Zetaproteobacteria,NA,NA,NA
after_final_contigs_concoct_204_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_212_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
after_final_contigs_concoct_224_sub,Unclassified,NA,NA,NA,NA,NA
after_final_contigs_concoct_23_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_concoct_248_sub,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter
after_final_contigs_concoct_44_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_metabat_145_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
after_final_contigs_metabinner_5,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
after_final_contigs_metabinner_91_sub,NA,NA,NA,NA,NA,NA
after_final_contigs_rosella_0_60_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
after_final_contigs_rosella_246_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
after_final_contigs_taxvamb_61_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_107883_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
all_final_contigs_comebin_124781,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
all_final_contigs_comebin_126983_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
all_final_contigs_comebin_149_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFJR01
all_final_contigs_comebin_17,Bacteria,Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,JAAFJU01
all_final_contigs_comebin_172_sub,NA,NA,NA,NA,NA,NA
all_final_contigs_comebin_201692_sub,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,V1-33,CAIZWU01
all_final_contigs_comebin_222_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,JACMMS01
all_final_contigs_comebin_240_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
all_final_contigs_comebin_28535,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
all_final_contigs_comebin_36,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAFHS01
all_final_contigs_comebin_382_sub,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter
all_final_contigs_comebin_389368_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Berkiellales,Berkiellaceae,NA
all_final_contigs_comebin_430,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA
all_final_contigs_comebin_450525_sub,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter
all_final_contigs_comebin_46936_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_585_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_60814,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
all_final_contigs_comebin_61_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_comebin_64_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Sphaerotilus
all_final_contigs_comebin_77177,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
all_final_contigs_comebin_79474,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
all_final_contigs_comebin_81_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
all_final_contigs_comebin_84563,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAAFIP01
all_final_contigs_concoct_115_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_117,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,CAMBDR01
all_final_contigs_concoct_125_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rubrivivax
all_final_contigs_concoct_126,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Midichloriaceae,NA
all_final_contigs_concoct_134_sub,Bacteria,Planctomycetota,UBA11346,UBA11346,NA,NA
all_final_contigs_concoct_13_sub,Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_150_sub,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
all_final_contigs_concoct_158_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_177_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Aestuariivirga
all_final_contigs_concoct_186_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
all_final_contigs_concoct_198_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_20,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Thermoflexibacteraceae,JAAFKA01
all_final_contigs_concoct_241_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_244_sub,NA,NA,NA,NA,NA,NA
all_final_contigs_concoct_283_sub,Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_305_sub,NA,NA,NA,NA,NA,NA
all_final_contigs_concoct_309_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Usitatibacteraceae,JANXWW01
all_final_contigs_concoct_317_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
all_final_contigs_concoct_323_sub,Bacteria,Planctomycetota,GCA-2746535,NA,NA,NA
all_final_contigs_concoct_349_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_357_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA2334
all_final_contigs_concoct_47_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Aestuariivirga
all_final_contigs_concoct_66_sub,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomicrobium
all_final_contigs_concoct_82_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA
all_final_contigs_concoct_97_sub,Unclassified Bacteria,NA,NA,NA,NA,NA
all_final_contigs_concoct_98_sub,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polaromonas
